@relation SINE2
@attribute x real
@attribute y real
@attribute class {p,n}

@data
0.137,0.116,n
0.817,0.872,n
0.324,0.985,n
0.251,0.190,p
0.116,0.671,p
0.775,0.990,n
0.557,0.032,p
0.920,0.047,p
0.981,0.723,n
0.227,0.988,n
0.932,0.861,n
0.253,0.927,n
0.634,0.171,p
0.814,0.678,p
0.329,0.890,n
0.234,0.549,p
0.967,0.643,n
0.450,0.619,n
0.771,0.017,p
0.364,0.480,n
0.722,0.734,n
0.921,0.764,n
0.748,0.413,p
0.392,0.154,p
0.999,0.827,n
0.643,0.215,p
0.099,0.154,n
0.421,0.538,n
0.315,0.252,p
0.285,0.608,p
0.422,0.731,p
0.810,0.948,p
0.475,0.185,p
0.587,0.025,p
0.308,0.067,n
0.788,0.453,p
0.934,0.316,p
0.709,0.723,n
0.504,0.145,n
0.934,0.195,p
0.563,0.081,p
0.357,0.131,p
0.657,0.996,n
0.365,0.771,n
0.418,0.267,p
0.486,0.669,n
0.145,0.810,p
0.628,0.192,p
0.137,0.322,p
0.810,0.344,p
0.976,0.705,n
0.445,0.318,n
0.087,0.316,p
0.864,0.189,p
0.241,0.713,p
0.379,0.089,p
0.464,0.663,n
0.826,0.902,n
0.531,0.703,n
0.893,0.177,p
0.162,0.724,p
0.659,0.091,p
0.516,0.797,n
0.459,0.056,p
0.916,0.440,p
0.134,0.237,p
0.547,0.660,n
0.270,0.296,p
0.196,0.548,p
0.833,0.312,n
0.613,0.547,n
0.796,0.227,p
0.738,0.806,n
0.360,0.383,p
0.649,0.530,n
0.738,0.415,n
0.931,0.892,n
0.316,0.281,p
0.887,0.342,p
0.444,0.534,n
0.895,0.280,p
0.467,0.299,n
0.429,0.740,n
0.477,0.951,p
0.869,0.271,p
0.184,0.844,n
0.090,0.746,n
0.366,0.096,n
0.488,0.336,n
0.444,0.287,n
0.325,0.446,p
0.343,0.885,n
0.802,0.926,n
0.328,0.482,p
0.845,0.693,n
0.283,0.404,n
0.024,0.905,n
0.907,0.414,p
0.027,0.851,n
0.807,0.157,p
0.757,0.864,n
0.924,0.642,p
0.933,0.360,p
0.112,0.478,p
0.904,0.970,n
0.264,0.590,n
0.443,0.519,n
0.737,0.474,p
0.163,0.726,p
0.281,0.809,n
0.352,0.378,p
0.256,0.999,n
0.824,0.823,n
0.927,0.412,n
0.160,0.606,n
0.260,0.537,n
0.494,0.017,n
0.521,0.575,n
0.992,0.088,p
0.545,0.791,n
0.620,0.656,n
0.792,0.581,p
0.352,0.723,n
0.431,0.465,n
0.538,0.648,p
0.014,0.044,n
0.393,0.598,n
0.395,0.816,n
0.630,0.519,n
0.923,0.812,n
0.630,0.837,n
0.200,0.458,p
0.197,0.036,p
0.757,0.330,p
0.144,0.576,p
0.757,0.975,n
0.387,0.560,n
0.443,0.623,n
0.638,0.528,p
0.789,0.546,n
0.766,0.366,p
0.780,0.861,p
0.996,0.697,n
0.359,0.195,n
0.251,0.169,p
0.534,0.044,p
0.086,0.968,n
0.500,0.422,n
0.179,0.798,p
0.847,0.739,p
0.486,0.294,n
0.078,0.801,n
0.358,0.269,p
0.464,0.627,n
0.401,0.482,n
0.822,0.312,p
0.593,0.068,p
0.113,0.394,p
0.107,0.942,n
0.963,0.980,n
0.566,0.404,n
0.524,0.227,n
0.358,0.511,n
0.880,0.972,n
0.181,0.658,p
0.248,0.735,n
0.683,0.523,p
0.881,0.091,n
0.711,0.220,p
0.588,0.340,n
0.745,0.902,n
0.439,0.709,n
0.988,0.335,p
0.343,0.321,p
0.353,0.362,p
0.948,0.375,p
0.965,0.581,n
0.143,0.835,n
0.197,0.655,p
0.633,0.629,p
0.991,0.911,n
0.092,0.768,p
0.865,0.496,p
0.985,0.769,n
0.497,0.926,n
0.843,0.050,p
0.213,0.232,p
0.453,0.450,n
0.014,0.616,n
0.626,0.962,n
0.673,0.595,n
0.662,0.738,p
0.587,0.311,n
0.688,0.716,n
0.743,0.809,n
0.557,0.571,n
0.310,0.463,p
0.759,0.576,p
0.342,0.091,n
0.385,0.262,p
0.625,0.685,n
0.466,0.476,n
0.083,0.687,p
0.541,0.303,n
0.925,0.758,n
0.075,0.818,n
0.899,0.295,p
0.264,0.002,n
0.379,0.865,n
0.459,0.250,n
0.661,0.827,n
0.285,0.068,p
0.338,0.334,p
0.520,0.442,n
0.678,0.383,p
0.733,0.972,n
0.541,0.434,p
0.447,0.172,p
0.675,0.849,n
0.626,0.229,p
0.136,0.974,p
0.946,0.155,p
0.140,0.548,p
0.986,0.676,n
0.371,0.065,p
0.600,0.939,n
0.096,0.165,p
0.255,0.262,n
0.419,0.097,p
0.856,0.179,p
0.414,0.207,p
0.659,0.587,n
0.244,0.002,p
0.441,0.969,n
0.980,0.841,n
0.871,0.613,p
0.404,0.943,n
0.405,0.310,p
0.623,0.159,p
0.868,0.228,p
0.018,0.905,p
0.314,0.864,n
0.219,0.568,p
0.696,0.271,p
0.554,0.771,n
0.869,0.955,n
0.480,0.893,n
0.744,0.396,p
0.397,0.996,n
0.241,0.842,n
0.942,0.038,p
0.104,0.270,p
0.151,0.209,p
0.347,0.873,n
0.414,0.334,n
0.108,0.555,p
0.557,0.057,p
0.119,0.422,p
0.668,0.593,n
0.976,0.833,n
0.041,0.899,n
0.919,0.637,p
0.207,0.091,p
0.236,0.657,p
0.435,0.857,n
0.011,0.522,n
0.753,0.363,n
0.882,0.864,n
0.108,0.432,p
0.101,0.037,p
0.241,0.788,n
0.789,0.065,p
0.149,0.325,p
0.138,0.714,p
0.248,0.623,p
0.097,0.175,p
0.603,0.832,n
0.131,0.597,p
0.490,0.798,n
0.980,0.212,p
0.225,0.579,p
0.025,0.795,n
0.548,0.022,p
0.795,0.044,p
0.674,0.664,n
0.834,0.754,p
0.034,0.592,p
0.280,0.108,p
0.155,0.239,p
0.605,0.260,p
0.229,0.394,p
0.934,0.458,p
0.872,0.491,p
0.256,0.812,n
0.809,0.048,p
0.307,0.583,n
0.842,0.299,p
0.535,0.237,n
0.434,0.292,n
0.381,0.743,n
0.195,0.243,p
0.943,0.164,p
0.863,0.585,p
0.476,0.680,n
0.639,0.808,n
0.265,0.390,p
0.333,0.427,p
0.661,0.573,n
0.014,0.086,n
0.859,0.332,p
0.486,0.638,n
0.269,0.620,n
0.302,0.526,p
0.381,0.808,n
0.092,0.863,n
0.835,0.631,p
0.629,0.712,n
0.735,0.559,p
0.957,0.601,p
0.836,0.185,p
0.023,0.354,p
0.173,0.713,p
0.925,0.867,n
0.572,0.859,n
0.954,0.611,p
0.279,0.331,p
0.508,0.740,n
0.932,0.576,p
0.711,0.459,p
0.868,0.958,n
0.344,0.278,p
0.314,0.801,n
0.936,0.833,n
0.444,0.723,p
0.436,0.691,n
0.010,0.167,p
0.155,0.091,p
0.215,0.042,p
0.504,0.756,n
0.568,0.568,n
0.784,0.205,p
0.184,0.232,p
0.028,0.615,n
0.710,0.892,n
0.044,0.101,p
0.068,0.671,p
0.435,0.201,p
0.822,0.677,p
0.413,0.878,n
0.768,0.612,p
0.455,0.193,p
0.795,0.051,p
0.656,0.493,n
0.472,0.721,n
0.981,0.463,p
0.730,0.873,n
0.584,0.767,n
0.538,0.456,n
0.437,0.702,n
0.375,0.597,p
0.606,0.067,p
0.979,0.892,n
0.449,0.332,n
0.228,0.863,n
0.768,0.264,p
0.261,0.933,n
0.080,0.725,n
0.847,0.980,n
0.679,0.877,n
0.211,0.515,p
0.248,0.185,p
0.285,0.877,n
0.121,0.965,n
0.659,0.573,n
0.233,0.827,n
0.265,0.902,n
0.591,0.976,n
0.111,0.135,p
0.362,0.788,n
0.424,0.534,n
0.357,0.462,n
0.565,0.963,n
0.914,0.968,n
0.729,0.316,n
0.388,0.559,n
0.282,0.820,n
0.792,0.068,p
0.207,0.193,p
0.853,0.378,p
0.300,0.767,n
0.967,0.428,p
0.452,0.138,p
0.325,0.203,p
0.636,0.551,n
0.639,0.230,p
0.066,0.076,p
0.648,0.795,n
0.411,0.733,p
0.434,0.550,n
0.707,0.951,n
0.526,0.674,n
0.099,0.127,n
0.870,0.531,p
0.573,0.928,n
0.462,0.178,p
0.610,0.653,n
0.485,0.480,n
0.424,0.763,n
0.031,0.930,n
0.535,0.949,n
0.975,0.779,n
0.692,0.785,n
0.916,0.997,n
0.854,0.808,n
0.490,0.104,p
0.399,0.818,n
0.759,0.672,p
0.926,0.367,p
0.935,0.630,p
0.732,0.643,p
0.116,0.207,p
0.235,0.696,p
0.815,0.156,p
0.649,0.494,n
0.844,0.725,p
0.198,0.946,n
0.628,0.836,n
0.305,0.185,p
0.967,0.296,p
0.851,0.177,p
0.893,0.857,n
0.343,0.049,p
0.296,0.436,p
0.112,0.679,p
0.974,0.412,p
0.059,0.305,n
0.405,0.549,p
0.262,0.340,p
0.598,0.974,n
0.674,0.294,p
0.247,0.978,n
0.739,0.982,n
0.615,0.907,n
0.029,0.349,p
0.948,0.290,p
0.925,0.109,p
0.146,0.475,p
0.855,0.880,n
0.506,0.356,n
0.390,0.349,n
0.586,0.470,p
0.774,0.543,n
0.412,0.425,n
0.244,0.977,n
0.337,0.532,n
0.667,0.587,n
0.521,0.469,n
0.759,0.459,p
0.181,0.827,n
0.996,0.887,n
0.929,0.686,n
0.350,0.923,n
0.836,0.791,p
0.984,0.578,n
0.968,0.602,n
0.118,0.819,n
0.936,0.561,p
0.042,0.776,n
0.763,0.791,p
0.829,0.627,p
0.842,0.538,n
0.923,0.567,p
0.457,0.566,n
0.316,0.429,p
0.848,0.159,p
0.686,0.848,n
0.161,0.421,p
0.335,0.760,n
0.009,0.936,n
0.658,0.838,n
0.565,0.223,n
0.131,0.732,n
0.127,0.621,p
0.394,0.379,n
0.609,0.019,p
0.048,0.034,p
0.910,0.077,p
0.577,0.379,n
0.207,0.689,p
0.440,0.693,n
0.448,0.007,p
0.932,0.833,n
0.033,0.391,p
0.316,0.625,p
0.392,0.628,n
0.804,0.438,p
0.548,0.692,p
0.639,0.310,p
0.782,0.866,n
0.544,0.499,n
0.497,0.825,n
0.178,0.410,p
0.709,0.697,n
0.923,0.719,n
0.867,0.921,n
0.605,0.841,n
0.042,0.321,p
0.786,0.986,n
0.922,0.610,p
0.821,0.573,p
0.086,1.000,n
0.311,0.074,n
0.035,0.840,n
0.829,0.975,n
0.855,0.026,p
0.190,0.053,p
0.029,0.887,n
0.819,0.258,p
0.019,0.612,n
0.928,0.149,p
0.078,0.477,p
0.268,0.034,p
0.298,0.895,n
0.649,0.685,n
0.737,0.614,p
0.915,0.032,n
0.071,0.696,n
0.542,0.550,n
0.866,0.371,n
0.449,0.240,n
0.592,0.457,n
0.415,0.231,p
0.459,0.952,n
0.503,0.003,p
0.310,0.864,n
0.514,0.899,n
0.257,0.387,p
0.058,0.929,p
0.813,0.940,p
0.940,0.990,n
0.497,0.886,n
0.478,0.888,n
0.991,0.348,p
0.307,0.679,n
0.615,0.256,p
0.522,0.050,p
0.966,0.708,n
0.847,0.103,p
0.603,0.823,n
0.385,0.824,n
0.778,0.453,p
0.844,0.137,p
0.335,0.068,p
0.363,0.015,p
0.665,0.277,p
0.912,0.162,p
0.501,0.863,n
0.590,0.979,n
0.195,0.489,p
0.395,0.496,n
0.546,0.703,n
0.621,0.732,n
0.316,0.098,p
0.835,0.495,p
0.026,0.187,p
0.600,0.341,p
0.310,0.789,n
0.323,0.303,p
0.074,0.780,n
0.640,0.589,n
0.094,0.747,n
0.384,0.834,n
0.056,0.078,p
0.039,0.860,n
0.834,0.655,p
0.207,0.617,p
0.881,0.817,n
0.725,0.724,n
0.844,0.679,p
0.856,0.795,n
0.883,0.647,p
0.483,0.585,p
0.445,0.716,n
0.849,0.238,p
0.970,0.457,p
0.974,0.557,p
0.892,0.275,p
0.144,0.995,n
0.873,0.958,n
0.760,0.953,n
0.740,0.926,n
0.960,0.649,n
0.192,0.154,p
0.088,0.644,p
0.995,0.294,p
0.373,0.353,p
0.650,0.737,p
0.093,0.415,p
0.000,0.891,n
0.931,0.017,p
0.881,0.571,p
0.392,0.004,p
0.416,0.318,p
0.705,0.975,n
0.433,0.804,p
0.462,0.721,p
0.678,0.004,p
0.216,0.741,p
0.654,0.531,n
0.111,0.047,p
0.441,0.191,p
0.727,0.509,n
0.233,0.008,p
0.871,0.881,n
0.960,0.911,n
0.393,0.315,p
0.034,0.217,p
0.679,0.556,n
0.900,0.303,p
0.201,0.742,p
0.880,0.860,n
0.407,0.201,p
0.205,0.436,p
0.273,0.967,n
0.963,0.383,p
0.125,0.069,p
0.868,0.364,p
0.403,0.253,p
0.287,0.636,n
0.553,0.581,p
0.257,0.654,p
0.311,0.304,p
0.607,0.515,n
0.382,0.366,p
0.608,0.834,n
0.956,0.417,n
0.969,0.348,p
0.147,0.340,p
0.999,0.888,n
0.274,0.282,p
0.585,0.221,p
0.487,0.228,n
0.092,0.263,p
0.421,0.749,n
0.543,0.091,p
0.522,0.979,n
0.880,0.374,p
0.918,0.881,n
0.329,0.259,p
0.779,0.400,n
0.008,0.955,n
0.444,0.661,n
0.657,0.015,p
0.297,0.026,p
0.857,0.893,n
0.846,0.473,p
0.904,0.688,p
0.178,0.766,p
0.331,0.931,p
0.336,0.243,p
0.097,0.159,p
0.711,0.332,p
0.932,0.923,p
0.295,0.449,p
0.225,0.474,p
0.018,0.022,p
0.428,0.767,n
0.312,0.804,n
0.455,0.134,p
0.995,0.577,n
0.652,0.427,p
0.694,0.582,n
0.054,0.764,n
0.150,0.610,p
0.411,0.826,n
0.361,0.616,n
0.501,0.938,n
0.592,0.526,n
0.325,0.777,n
0.575,0.875,n
0.071,0.827,n
0.827,0.889,n
0.033,0.737,n
0.666,0.084,p
0.486,0.504,p
0.825,0.454,p
0.126,0.751,p
0.560,0.003,p
0.579,0.031,p
0.525,0.220,n
0.893,0.165,p
0.072,0.940,n
0.239,0.865,n
0.137,0.975,n
0.840,0.318,p
0.340,0.668,n
0.135,0.943,n
0.706,0.562,p
0.461,0.424,n
0.714,0.598,p
0.403,0.541,n
0.985,0.938,p
0.738,0.898,p
0.083,0.414,p
0.555,0.547,n
0.835,0.438,p
0.598,0.391,n
0.501,0.778,n
0.477,0.545,n
0.827,0.326,p
0.403,0.005,p
0.566,0.996,n
0.820,0.615,p
0.449,0.345,p
0.857,0.915,n
0.037,0.260,p
0.581,0.627,n
0.270,0.402,p
0.662,0.489,n
0.720,0.197,p
0.623,0.582,n
0.883,0.304,p
0.845,0.907,n
0.919,0.550,p
0.667,0.019,p
0.684,0.823,n
0.507,0.253,p
0.513,0.315,n
0.209,0.264,p
0.700,0.970,n
0.845,0.342,p
0.866,0.893,n
0.546,0.083,p
0.118,0.325,p
0.508,0.001,p
0.508,0.895,n
0.386,0.218,n
0.423,0.659,n
0.535,0.860,n
0.525,0.657,n
0.901,0.903,p
0.071,0.346,p
0.761,0.588,p
0.700,0.944,n
0.998,0.609,n
0.782,0.402,n
0.367,0.792,n
0.749,0.417,p
0.176,0.959,n
0.560,0.483,n
0.436,0.937,n
0.661,0.370,p
0.977,0.859,n
0.585,0.840,n
0.473,0.314,n
0.548,0.187,p
0.928,0.994,n
0.610,0.502,n
0.623,0.403,n
0.638,0.163,p
0.169,0.850,n
0.538,0.610,n
0.320,0.580,p
0.658,0.804,n
0.640,0.386,n
0.968,0.497,p
0.762,0.741,n
0.980,0.832,n
0.128,0.830,p
0.983,0.529,p
0.291,0.094,p
0.478,0.820,n
0.834,0.473,n
0.960,0.276,n
0.188,0.274,p
0.060,0.670,n
0.689,0.807,n
0.696,0.662,n
0.487,0.324,n
0.940,0.250,p
0.318,0.985,n
0.742,0.334,p
0.875,0.652,n
0.522,0.439,p
0.911,0.616,n
0.874,0.787,n
0.515,0.877,n
0.793,0.733,n
0.006,0.546,n
0.906,0.101,p
0.610,0.354,n
0.313,0.298,p
0.268,0.195,p
0.373,0.610,n
0.115,0.983,n
0.848,0.170,p
0.806,0.988,n
0.815,0.660,p
0.718,0.582,p
0.205,0.691,n
0.748,0.975,n
0.250,0.110,p
0.129,0.999,n
0.465,0.848,n
0.257,0.369,p
0.390,0.612,n
0.958,0.469,p
0.996,0.573,n
0.307,0.457,p
0.704,0.928,n
0.964,0.716,n
0.639,0.860,n
0.452,0.276,n
0.086,0.827,n
0.643,0.906,n
0.108,0.642,p
0.603,0.432,n
0.271,0.382,n
0.294,0.740,n
0.886,0.047,p
0.317,0.867,p
0.628,0.404,n
0.342,0.631,n
0.342,0.444,p
0.892,0.611,p
0.578,0.773,n
0.544,0.246,p
0.884,0.674,p
0.016,0.156,p
0.780,0.956,n
0.707,0.807,n
0.074,0.464,p
0.118,0.687,p
0.182,0.910,n
0.654,0.824,n
0.088,0.927,p
0.027,0.363,n
0.431,0.278,p
0.204,0.974,n
0.055,0.658,n
0.617,0.687,n
0.228,0.077,p
