@relation SEA
@attribute x real
@attribute y real
@attribute z real
@attribute class {n,p}

@data
2.233,4.243,8.325,n
0.404,0.340,8.060,p
0.128,0.414,5.442,p
0.454,0.435,1.134,n
6.968,5.389,2.702,n
4.742,7.462,3.261,n
4.294,2.554,6.990,n
0.573,0.152,5.092,p
4.188,3.691,0.851,n
0.392,8.772,4.186,n
2.802,1.829,0.512,n
0.361,0.610,7.219,p
0.651,0.077,2.769,n
0.246,0.160,4.541,p
5.420,3.631,2.075,n
4.362,7.486,7.803,n
0.031,7.732,5.426,p
5.188,8.781,0.664,n
0.217,0.237,2.944,n
7.654,5.192,1.759,n
9.636,7.458,0.818,n
0.259,0.238,2.438,p
0.284,0.200,1.817,p
0.046,0.094,4.695,p
4.337,5.581,2.230,n
0.081,0.617,0.981,p
0.259,0.258,5.755,p
1.512,6.641,2.980,n
7.688,4.019,2.639,n
4.172,9.704,8.634,n
7.417,8.888,5.969,n
6.596,3.506,1.975,n
0.147,0.660,4.217,p
0.565,0.204,7.561,p
2.927,2.789,4.598,n
8.254,2.799,8.071,n
0.632,0.326,7.895,p
3.103,1.353,3.431,n
0.621,0.112,9.141,p
0.985,0.000,2.863,p
1.117,4.043,4.379,n
0.128,0.838,6.302,p
2.219,3.518,7.308,n
0.087,0.052,8.142,p
9.518,5.156,2.630,n
3.954,2.323,4.261,n
9.243,9.786,1.149,n
9.779,8.917,8.240,n
0.122,0.153,5.352,p
0.530,0.344,3.219,p
0.474,0.117,5.555,p
1.794,9.701,2.330,n
0.086,0.756,4.347,p
0.123,0.470,2.714,p
7.242,8.513,0.066,n
4.836,3.430,7.537,n
6.394,8.344,6.749,p
0.205,0.605,5.727,p
8.957,7.574,9.547,n
0.030,0.310,9.517,p
9.227,2.122,8.542,p
0.120,0.346,8.520,p
0.634,9.240,4.749,n
0.096,0.557,6.420,p
9.568,8.588,6.580,n
0.285,0.107,8.076,p
2.604,1.765,1.993,n
0.871,0.085,5.037,p
9.433,1.342,3.135,n
0.004,0.771,5.568,n
0.605,0.039,3.180,p
9.199,6.558,0.388,n
3.974,8.781,3.929,n
0.046,0.866,4.187,p
0.194,0.186,9.760,p
0.317,0.449,0.804,p
0.587,0.274,5.301,p
4.139,2.524,9.184,n
0.022,0.310,9.046,p
0.667,0.077,8.941,p
9.243,0.366,5.209,n
6.527,1.126,3.262,n
1.480,7.190,1.184,n
8.181,4.443,2.596,p
4.546,0.127,6.893,n
0.364,0.062,8.804,p
4.513,8.446,6.923,n
0.599,0.176,2.404,n
4.146,2.866,8.014,n
0.542,0.209,8.214,p
8.592,1.888,9.229,n
7.166,2.098,6.090,n
6.640,3.917,2.473,n
0.228,0.552,9.898,p
0.122,0.238,9.856,n
0.480,0.271,5.093,p
0.578,0.156,1.776,p
0.145,0.265,4.092,p
3.346,1.813,5.659,n
9.004,1.007,7.495,n
3.455,8.293,8.818,n
0.140,0.552,3.249,p
0.208,0.499,0.320,p
0.443,0.011,9.285,n
9.390,4.668,0.980,n
0.779,0.049,6.325,p
0.361,0.482,8.553,n
0.100,0.434,2.451,p
0.210,0.727,5.445,p
0.059,0.041,5.170,p
0.172,0.563,6.027,p
0.152,0.124,7.502,p
0.183,0.077,4.401,p
0.541,0.194,2.122,p
9.124,6.380,6.871,n
8.106,0.530,1.612,n
8.131,1.099,6.832,n
5.169,2.385,3.329,n
0.121,0.226,7.610,n
1.008,5.811,8.986,n
2.465,7.777,4.986,n
3.656,2.061,5.174,n
1.387,6.154,1.895,n
0.106,6.567,5.824,n
0.759,0.017,9.963,n
0.529,0.155,2.183,p
0.527,0.239,2.769,p
0.052,0.346,2.903,p
9.735,3.962,0.229,n
5.767,3.691,5.878,n
1.494,2.132,4.805,n
8.129,8.700,0.414,n
2.756,8.393,6.405,n
0.844,0.049,2.881,p
0.529,0.299,6.641,p
0.045,0.335,7.114,p
0.040,0.587,5.302,p
0.307,0.617,5.069,p
8.803,7.937,4.460,n
5.633,9.161,0.157,n
0.701,8.410,0.431,n
0.316,0.370,2.878,p
8.423,1.301,7.449,n
6.285,7.901,7.724,n
5.603,4.582,1.941,n
0.231,0.536,6.078,p
3.779,8.140,7.645,n
0.375,0.120,9.166,p
0.440,0.081,8.444,p
2.708,9.807,0.144,n
0.176,0.591,2.820,p
0.356,0.087,7.887,p
3.329,8.999,2.393,n
5.391,0.040,5.649,n
0.331,3.794,0.171,n
8.921,7.789,7.168,n
5.762,3.752,0.526,n
7.067,0.110,0.465,p
0.475,0.174,6.981,p
0.409,0.135,7.784,p
7.883,2.739,9.747,n
6.767,6.387,5.907,n
3.639,4.072,7.087,n
0.502,0.158,6.283,p
7.379,0.942,1.032,n
0.796,0.003,5.928,p
0.161,0.449,5.194,p
1.077,9.662,2.321,n
0.012,0.671,7.200,p
1.830,7.426,3.093,n
8.741,5.402,5.254,n
0.150,0.416,3.806,p
9.176,3.192,5.137,n
0.133,0.754,2.967,p
7.445,7.333,6.741,n
0.227,0.171,6.461,p
0.096,0.545,4.191,p
0.351,0.362,1.139,p
3.828,1.197,7.133,n
0.415,0.212,2.981,p
8.623,6.297,4.515,n
0.080,0.844,8.730,p
0.016,0.249,5.744,p
0.474,0.060,6.372,p
0.727,0.130,4.913,n
6.838,4.415,0.339,n
1.362,2.282,7.619,n
0.404,0.220,7.943,p
0.134,0.509,8.815,n
0.561,0.428,8.269,n
0.541,0.439,2.013,p
2.971,8.106,8.320,n
9.253,8.580,9.315,n
2.690,1.321,7.129,n
8.775,8.663,5.058,n
0.107,0.523,6.223,p
6.737,3.658,5.961,n
1.533,1.810,7.567,n
0.215,0.078,7.385,p
0.229,0.109,7.805,p
0.115,0.431,5.756,p
0.383,0.277,6.759,p
1.302,4.719,6.385,n
5.948,8.426,8.805,n
0.055,0.241,7.637,p
0.298,0.170,1.361,p
7.073,5.621,4.264,n
3.444,5.199,2.920,p
0.282,0.082,6.732,p
3.453,9.554,5.759,n
3.593,6.728,6.572,p
5.948,8.822,4.294,n
6.914,5.696,9.184,n
3.812,7.214,0.654,n
1.253,2.827,1.250,n
0.849,9.913,9.493,n
0.412,0.071,5.600,p
0.504,0.395,0.614,p
0.122,0.271,2.919,p
0.256,0.687,3.033,p
0.046,0.736,9.869,p
5.446,1.324,3.134,n
3.025,1.258,5.329,n
0.082,0.549,3.738,p
0.092,0.814,9.186,p
4.713,7.223,9.265,n
1.408,3.323,5.932,p
0.377,0.248,5.959,p
5.101,3.837,2.529,n
0.759,9.107,6.900,n
0.331,0.254,3.891,p
0.221,0.629,9.275,p
0.447,0.191,7.643,p
0.453,0.153,8.849,p
0.245,0.341,0.153,p
0.320,0.509,9.867,p
0.403,0.164,9.738,p
0.197,0.259,9.810,p
7.139,4.439,1.297,n
0.432,0.234,8.520,p
0.720,0.038,1.369,p
0.275,0.111,5.508,p
0.867,4.306,6.914,n
6.224,2.767,3.966,n
2.140,6.674,1.611,n
5.958,9.485,4.819,n
3.493,6.548,5.481,n
0.464,0.232,9.360,p
7.021,7.292,6.215,n
4.790,2.302,7.726,n
0.042,0.152,1.061,p
8.869,4.061,1.834,n
7.577,5.984,9.907,n
0.564,2.987,7.718,n
9.317,6.249,7.124,n
5.158,8.568,8.204,n
6.304,9.210,4.132,p
0.292,0.090,9.541,p
0.275,0.079,4.137,p
0.497,0.229,8.491,p
5.806,8.201,0.193,n
0.291,0.702,0.667,p
3.463,3.680,8.427,n
2.900,4.863,8.101,n
0.094,0.253,7.852,p
9.961,1.135,7.143,n
0.797,0.123,1.312,p
9.332,5.920,5.325,p
0.175,0.169,5.223,p
0.674,0.270,0.876,p
9.320,0.979,5.038,n
0.465,0.291,2.992,n
0.411,0.443,2.168,p
6.632,2.674,4.228,n
8.349,2.238,1.870,n
0.630,0.308,8.846,p
0.090,0.631,1.834,p
0.789,0.138,2.824,p
4.044,5.663,6.618,n
2.815,0.895,8.101,p
0.580,0.008,6.593,p
5.290,0.138,8.397,n
0.657,0.069,3.861,p
6.076,6.370,6.785,n
0.638,0.263,1.477,p
5.630,6.484,7.309,n
0.229,0.763,6.168,p
0.231,0.481,2.657,p
6.525,1.698,2.353,n
1.444,9.662,4.398,p
9.494,0.924,0.415,p
0.578,5.763,0.756,n
0.068,0.603,1.964,p
0.466,0.027,9.739,p
0.707,0.265,0.751,p
0.286,0.306,6.890,p
8.592,1.957,2.027,n
9.459,5.944,9.642,n
0.201,0.526,1.540,p
0.129,0.807,4.933,p
0.235,6.871,7.677,n
3.439,1.988,3.777,n
9.708,4.788,5.720,n
0.039,0.909,1.035,p
0.901,8.658,8.067,n
0.021,0.045,5.531,n
6.104,6.132,4.401,n
0.181,0.330,3.668,p
0.148,0.501,8.520,p
0.669,0.320,8.927,p
0.246,0.715,7.692,n
0.220,0.407,5.813,p
0.050,0.135,9.009,p
0.335,0.165,4.800,p
0.631,0.238,6.290,p
0.584,0.285,7.567,p
0.513,0.229,6.558,p
3.992,2.551,1.951,n
0.487,0.226,5.160,p
0.126,0.443,6.974,p
6.908,3.266,1.926,n
0.021,0.807,9.398,p
7.658,9.039,5.284,n
0.664,2.322,0.415,n
0.232,0.711,9.922,p
5.358,1.507,4.172,p
0.758,0.082,7.109,p
1.173,0.678,6.070,n
6.005,1.571,7.560,n
0.595,0.156,3.426,p
0.344,0.539,9.997,p
0.690,0.120,5.370,p
5.307,9.668,8.743,n
0.491,0.478,5.443,p
0.317,0.110,3.956,n
9.471,1.289,4.409,n
2.081,1.554,6.562,n
0.078,0.899,9.880,p
4.176,2.956,3.633,n
2.066,3.489,2.541,n
3.454,2.553,3.684,n
0.540,0.362,2.636,p
0.701,0.178,1.484,p
6.142,1.735,6.176,n
9.831,6.067,9.932,n
0.590,5.202,6.046,n
0.026,0.238,6.460,n
9.861,9.248,5.441,n
0.645,0.209,5.153,p
0.871,0.047,3.179,p
5.582,4.907,5.054,n
0.134,0.490,7.304,p
7.576,7.085,4.200,n
0.305,0.354,9.912,p
5.204,5.161,1.886,n
2.592,5.626,9.794,n
0.476,0.169,6.741,n
0.495,6.373,3.465,n
0.494,0.207,9.110,p
1.202,9.025,9.550,n
0.058,0.135,1.881,p
0.552,0.004,9.716,p
7.049,7.220,1.747,n
0.440,1.106,5.207,n
0.139,0.041,2.381,p
0.011,0.119,0.128,p
0.008,0.146,2.530,p
0.012,0.891,5.760,p
0.229,0.488,8.593,p
7.741,8.449,5.494,p
0.490,0.076,0.456,p
0.147,0.268,8.193,p
0.046,0.177,3.136,p
0.062,5.207,8.353,n
0.447,0.545,2.619,p
0.621,0.246,3.957,p
0.163,0.085,9.836,p
0.266,0.119,2.064,p
0.380,0.302,1.045,p
0.663,0.211,9.750,p
0.701,0.286,3.289,p
0.375,0.526,3.073,p
8.537,4.886,6.383,n
0.192,0.393,3.901,p
0.611,0.165,6.763,n
7.588,9.630,1.111,n
0.194,0.415,9.665,p
1.965,4.603,1.773,n
9.998,0.488,8.934,n
0.162,0.656,7.888,p
2.913,2.570,9.967,n
0.172,0.466,3.835,p
5.726,0.496,8.131,n
0.013,0.293,6.767,n
1.463,6.071,1.611,n
5.721,0.036,9.835,n
0.494,0.351,9.935,p
8.949,7.823,1.596,n
5.072,5.880,9.373,p
4.047,5.222,7.466,n
0.458,0.282,7.305,p
0.410,0.070,0.051,p
0.434,0.054,1.929,p
6.959,0.016,0.005,p
6.503,2.712,5.410,n
0.107,0.112,3.293,p
0.538,2.550,7.496,n
2.323,6.338,0.286,n
0.729,0.198,1.001,p
0.307,0.045,0.336,p
0.008,0.681,4.754,p
2.583,2.489,3.654,n
0.650,0.119,5.606,p
0.959,6.926,2.592,n
0.150,0.829,3.080,p
5.883,9.492,0.027,n
0.599,0.046,3.935,p
0.123,0.681,8.624,p
9.803,1.886,1.605,n
0.231,0.019,6.666,p
0.217,0.193,2.094,p
0.056,0.311,7.650,p
6.337,3.603,9.704,n
0.108,0.130,5.496,p
0.879,0.109,7.172,p
0.925,0.044,0.800,p
5.996,8.327,1.404,n
2.780,4.995,7.705,n
0.313,0.145,1.801,p
6.771,9.725,1.969,p
0.810,0.069,0.171,p
6.686,9.875,4.257,n
6.147,4.663,4.431,n
0.429,0.102,8.378,n
4.498,3.394,1.747,p
9.145,9.290,9.007,n
3.140,7.127,1.992,n
0.458,0.076,5.435,n
6.483,8.429,1.897,n
0.289,0.500,8.744,p
5.283,0.376,7.948,n
0.007,0.447,7.164,n
0.041,0.245,4.419,p
0.814,3.532,9.726,n
0.141,0.750,9.559,p
0.933,0.058,9.397,p
0.216,0.020,3.968,p
3.185,3.949,2.065,n
0.775,2.248,8.097,n
0.524,0.003,5.815,n
3.369,9.803,7.800,n
6.602,5.889,0.016,n
2.898,8.187,6.686,n
0.338,0.577,2.983,p
0.718,0.094,9.410,p
4.424,2.857,7.058,n
5.390,6.586,7.328,n
8.751,8.501,3.331,n
0.073,8.222,7.240,n
4.188,8.803,6.914,n
7.593,1.041,0.021,n
0.576,0.323,1.124,p
1.704,5.249,5.262,n
0.499,0.283,3.249,p
0.446,0.043,8.177,p
0.342,0.108,5.164,p
0.321,0.035,9.303,p
0.362,6.531,2.137,n
0.131,0.486,0.767,p
0.424,0.141,8.537,p
0.854,0.040,3.560,p
9.344,7.602,1.745,n
0.053,0.110,6.103,n
5.911,7.460,9.649,n
0.075,0.058,8.412,p
0.207,0.662,8.260,p
1.488,6.746,1.159,n
0.713,0.159,0.389,p
0.354,2.862,8.669,p
0.039,0.591,0.211,p
0.208,6.891,7.208,n
3.330,8.382,6.625,n
3.186,1.804,8.212,n
2.271,9.906,2.999,n
6.000,0.559,1.180,n
0.179,0.520,0.693,p
0.421,0.212,9.090,n
0.720,8.140,0.355,n
7.321,6.654,3.466,n
0.473,0.086,6.259,p
0.716,0.222,4.725,n
0.102,0.663,7.639,p
1.580,9.570,1.065,n
4.072,1.789,7.954,n
6.228,2.742,4.219,n
2.659,5.720,8.679,n
2.446,4.116,5.722,n
0.096,0.457,8.904,n
0.154,0.240,6.012,n
2.682,8.068,5.697,n
5.112,8.689,4.401,n
9.832,0.305,3.439,n
0.823,0.957,1.299,n
4.460,3.767,0.845,n
1.085,2.488,1.649,n
0.128,0.218,0.823,p
9.863,6.573,5.309,n
4.368,3.931,0.978,n
0.004,0.354,0.691,n
6.247,3.538,2.815,n
0.069,0.151,2.128,p
0.152,0.525,0.695,p
9.333,0.537,2.286,n
8.625,5.513,2.837,n
8.625,8.262,9.530,n
0.557,0.084,7.368,p
6.343,8.092,8.045,p
4.803,9.089,5.940,p
0.093,0.182,7.656,n
0.524,0.321,5.634,n
0.651,0.014,7.784,p
8.030,5.060,7.560,n
9.717,9.185,6.387,n
2.503,3.328,2.052,n
0.161,0.792,6.742,p
0.798,0.056,0.755,p
0.185,0.570,5.564,p
0.466,0.274,7.149,n
4.336,0.776,7.608,p
4.108,9.185,0.669,n
0.359,0.116,1.503,p
0.110,0.648,6.654,p
8.985,2.822,8.573,n
9.231,0.769,1.917,n
0.170,0.615,5.021,p
2.701,0.202,6.574,n
4.357,0.637,9.701,n
0.301,0.050,0.767,p
7.766,3.966,4.566,n
7.016,4.927,0.936,n
0.274,0.494,4.981,p
8.394,9.029,3.380,p
0.025,0.068,3.484,n
7.541,2.494,4.066,n
0.129,0.654,9.215,n
0.859,4.588,8.619,n
0.652,3.039,9.952,p
0.068,0.244,5.943,p
7.470,2.247,2.055,n
4.568,2.609,1.771,n
2.976,3.236,1.644,n
0.168,0.776,5.070,p
0.413,0.124,0.697,p
0.922,6.672,4.478,n
0.313,0.637,6.729,p
3.840,1.712,7.838,n
5.227,2.878,6.977,n
0.035,0.122,2.859,p
0.206,0.607,1.904,p
0.220,0.211,2.882,p
0.619,0.197,8.689,p
0.538,0.105,9.291,p
0.254,0.698,0.432,p
0.905,3.786,0.341,n
4.508,8.689,0.402,n
8.421,2.115,7.206,n
0.169,0.255,6.772,p
0.221,0.320,3.412,p
0.020,0.122,5.041,p
4.246,0.710,2.259,n
0.642,0.274,4.447,n
5.465,8.987,2.265,n
0.537,0.165,5.230,p
9.193,3.009,4.508,n
0.131,0.110,3.284,p
0.687,0.039,6.049,p
2.348,0.890,2.655,n
0.535,0.100,4.970,p
1.927,2.601,6.500,n
4.655,2.912,0.029,p
9.514,5.995,3.573,n
3.065,6.342,6.971,n
7.984,7.936,2.043,p
0.197,0.200,9.260,p
0.332,0.025,0.538,n
0.332,0.429,0.424,p
1.708,1.412,9.524,n
9.901,8.647,6.472,n
2.183,4.147,9.011,n
0.161,0.661,2.535,p
0.214,0.298,9.345,p
3.530,2.298,9.686,n
0.639,0.338,8.234,p
0.062,0.018,5.166,p
0.358,0.340,1.590,n
6.185,7.289,5.995,n
1.713,5.007,7.881,n
0.356,0.042,6.105,p
0.294,0.202,3.662,p
0.430,0.533,1.082,p
0.217,0.056,8.408,p
8.273,4.312,0.553,p
4.555,0.262,7.241,n
7.111,5.179,7.501,n
0.501,0.311,5.403,p
0.150,0.406,7.278,p
7.976,6.259,0.913,n
0.183,0.513,9.307,p
0.091,0.322,1.935,p
9.800,5.616,0.104,n
0.218,0.550,5.247,n
0.310,0.287,6.463,p
6.542,6.528,8.479,n
5.997,9.888,3.085,n
0.153,0.346,3.212,p
0.418,0.303,4.694,p
4.304,1.480,9.076,n
0.016,0.233,1.427,p
0.006,0.155,8.339,p
2.736,0.427,4.985,p
0.264,0.539,4.588,p
5.247,1.557,1.450,n
1.627,4.498,0.220,n
6.161,9.929,0.507,p
0.366,0.245,3.344,p
0.659,0.164,2.208,p
0.058,0.881,7.955,p
9.120,2.075,6.463,n
7.025,3.954,0.152,n
0.054,0.297,2.732,p
9.155,7.448,9.246,p
3.688,1.962,2.290,n
0.578,0.121,5.093,p
0.601,0.077,5.819,p
8.431,3.556,6.214,n
4.139,2.651,2.872,n
0.487,3.111,0.174,n
0.199,0.366,7.261,p
9.473,2.905,7.750,n
8.041,7.908,7.942,n
0.103,0.895,8.142,p
0.110,0.229,3.941,p
6.812,7.325,1.206,n
8.093,1.141,8.131,p
0.372,0.316,1.094,p
0.286,0.557,0.814,p
0.424,0.528,9.022,p
9.459,0.447,3.023,n
0.724,0.058,5.419,p
5.004,6.182,4.940,n
0.281,0.516,3.927,p
7.586,5.301,5.184,n
0.468,0.080,2.134,p
0.041,0.395,1.151,p
5.292,7.499,8.881,n
0.494,0.293,3.052,p
4.501,3.522,7.895,n
0.296,0.175,3.394,p
7.960,2.032,9.347,n
2.469,5.147,1.504,n
3.017,8.896,3.613,n
0.281,0.498,0.240,p
0.101,0.143,1.264,p
0.120,0.703,1.527,p
4.059,3.992,4.458,n
3.999,2.921,8.454,n
8.589,5.677,9.926,n
7.487,0.338,6.385,n
4.381,6.644,1.422,p
0.067,0.890,8.956,n
7.621,2.612,4.522,n
4.286,3.361,7.703,n
9.445,8.356,5.042,n
0.360,0.060,1.773,p
8.186,5.950,8.390,n
7.345,9.697,2.129,n
0.491,0.194,7.579,p
0.053,0.638,3.523,p
4.646,2.867,0.009,n
3.232,9.410,0.856,n
0.123,0.391,5.630,p
2.230,2.962,3.891,n
0.712,0.276,4.011,p
0.598,0.210,8.175,p
0.128,0.865,6.459,p
2.328,5.499,4.583,n
0.637,0.271,0.379,p
0.318,0.370,8.085,p
6.201,5.891,3.976,n
3.089,9.697,1.561,n
4.510,9.531,5.944,n
0.234,0.007,0.305,p
0.126,0.595,0.144,p
2.046,4.015,7.132,n
5.778,7.344,1.713,n
2.830,1.831,1.194,n
0.526,0.035,8.986,p
6.538,7.424,1.535,n
0.186,0.395,7.956,p
5.257,4.224,1.823,n
9.274,9.217,8.272,n
9.477,8.370,6.863,n
7.754,3.597,4.814,n
5.972,6.337,8.817,n
8.624,5.664,6.708,n
0.240,0.501,9.472,p
3.468,6.427,3.661,n
0.140,0.479,6.652,p
8.425,9.308,1.618,n
0.043,0.514,1.846,p
0.231,6.965,3.366,n
0.921,0.015,5.279,n
8.252,1.201,3.538,n
0.210,0.353,3.611,p
0.656,0.255,4.978,n
0.480,0.394,2.730,p
1.034,7.156,8.009,n
9.869,8.652,5.829,n
8.755,1.366,5.796,n
0.422,6.992,9.032,n
0.033,0.607,1.408,p
0.082,0.809,6.923,p
7.744,2.252,3.678,n
0.435,9.715,9.546,n
1.116,5.596,2.538,n
4.295,5.557,4.800,n
7.135,7.413,6.123,n
0.379,0.459,2.349,p
0.050,0.513,9.526,p
7.902,9.396,8.880,n
2.000,7.467,4.228,n
0.025,0.067,5.878,p
0.189,1.301,7.573,n
3.654,6.916,6.833,n
5.813,8.312,1.717,n
5.974,6.155,9.890,n
0.997,9.492,1.867,p
0.411,4.040,1.631,n
9.956,9.614,8.296,n
0.159,0.365,0.115,p
0.324,0.076,1.054,p
8.641,3.070,8.472,n
0.481,0.040,5.690,p
0.086,0.265,7.273,p
0.497,5.799,8.140,n
4.495,5.942,8.767,n
0.465,0.305,1.806,p
0.039,0.607,0.005,p
0.711,8.295,3.651,n
8.077,5.929,5.698,n
0.068,0.659,2.716,p
0.401,0.007,0.252,p
0.089,0.055,8.531,p
0.458,0.075,8.760,p
0.242,0.707,8.333,p
0.348,0.606,8.903,p
0.473,0.275,7.628,p
8.984,8.333,1.546,n
0.224,0.577,1.031,p
9.747,7.812,2.226,n
2.705,5.773,8.340,n
0.080,0.606,7.762,p
0.115,0.783,3.067,n
2.126,5.257,3.135,n
0.084,0.356,2.121,p
6.922,6.495,4.536,n
5.083,0.625,9.928,n
0.529,0.119,9.406,p
9.079,8.968,6.435,n
8.110,6.908,2.207,n
0.742,0.158,3.201,p
5.555,3.433,6.850,n
0.196,0.590,0.366,p
7.732,0.916,0.457,n
5.879,9.648,2.664,n
0.190,0.365,8.359,p
0.684,0.137,5.938,p
6.992,6.098,8.027,n
0.547,0.362,2.931,p
0.470,0.295,8.240,p
7.088,4.521,1.557,n
0.007,0.312,6.091,p
1.380,4.362,3.887,n
7.072,6.657,8.804,n
0.574,0.304,4.929,p
5.004,1.383,6.077,n
8.870,9.868,5.376,p
3.333,6.365,1.685,n
0.040,0.113,8.868,p
5.271,8.990,5.723,n
0.133,0.429,2.731,p
2.340,6.209,3.317,n
1.140,6.929,6.201,n
0.052,0.292,1.352,p
4.175,6.567,5.081,n
0.977,2.081,5.628,n
0.497,0.238,0.122,p
0.933,7.478,2.688,n
0.024,0.554,4.340,p
0.742,0.090,2.895,p
2.175,0.311,7.483,p
0.620,0.225,9.892,p
2.628,0.018,6.168,n
6.092,2.853,5.113,n
0.177,9.536,3.703,p
7.577,8.707,5.134,n
4.497,6.151,5.985,n
5.415,8.032,4.536,n
0.326,0.334,8.925,p
0.604,0.253,8.776,p
0.438,0.321,4.037,p
0.411,0.399,2.269,p
0.739,9.373,5.279,n
1.416,6.478,3.870,n
7.426,6.063,7.284,n
4.850,1.647,9.541,n
0.741,0.213,4.253,p
0.289,0.109,0.820,p
0.727,0.168,9.890,p
0.763,0.192,6.853,p
0.332,0.201,0.555,p
0.163,0.141,6.472,p
6.509,5.284,3.634,n
0.111,0.714,8.886,p
2.359,1.733,5.621,n
6.826,0.450,6.793,n
8.309,6.480,5.241,n
7.425,6.811,4.534,n
9.420,8.660,6.140,n
0.701,0.269,4.256,p
3.737,3.074,1.348,n
0.275,0.122,7.856,p
2.175,4.175,4.063,n
7.090,6.762,7.068,n
0.141,7.780,7.669,n
8.778,3.190,1.347,n
0.064,0.355,4.867,p
5.783,6.787,6.339,n
0.176,0.044,1.964,n
0.569,0.197,6.047,n
0.480,0.137,4.498,p
5.076,9.253,7.151,n
0.343,0.225,6.781,p
9.250,1.617,1.414,n
0.472,0.065,5.863,p
6.262,4.688,1.297,n
4.801,5.309,6.465,n
