@relation PAKDD

@attribute id_shop numeric
@attribute sex numeric
@attribute marital numeric
@attribute age numeric
@attribute dependants numeric
@attribute education numeric
@attribute ignorephone numeric
@attribute area numeric
@attribute payday numeric
@attribute shoprank numeric
@attribute residence numeric
@attribute time numeric
@attribute mother numeric
@attribute father numeric
@attribute town numeric
@attribute state numeric
@attribute months numeric
@attribute prof numeric
@attribute sincome numeric
@attribute add numeric
@attribute card numeric
@attribute accounts numeric
@attribute mobile numeric
@attribute contact numeric

@attribute netincome numeric
@attribute booth numeric
@attribute add numeric
@attribute insurance numeric
@attribute class {0,1}


@data
96,1,0,18,0,0,0,31,20,0,0,216,0,0,0,0,96,60,0,0,1,0,1,1,145,0,0,1,0
55,0,4,44,0,0,0,31,8,0,0,72,0,0,0,0,12,135,0,0,1,0,1,1,370,0,0,1,0
55,1,3,46,0,0,1,50,12,0,0,360,0,0,1,0,120,704,0,0,1,0,1,1,520,0,0,1,0
24,0,0,20,0,0,0,31,28,0,0,24,0,0,0,0,12,999,0,0,1,0,1,1,500,0,0,1,1
9,0,1,26,0,0,0,5,18,0,1,264,0,0,1,0,36,79,0,0,1,0,1,1,490,0,0,1,1
1,0,1,17,0,0,1,50,12,0,2,12,0,0,1,0,12,38,0,0,1,0,1,1,426,0,0,1,1
19,1,1,20,0,0,0,31,28,0,0,120,0,0,1,0,0,999,0,0,1,0,1,1,500,0,0,1,0
21,1,0,46,0,0,0,31,8,0,2,48,0,0,0,0,192,999,0,0,1,0,1,1,3100,0,0,1,0
25,1,1,41,0,0,0,50,8,0,0,12,0,0,0,0,120,34,0,0,1,0,1,1,1175,0,0,1,0
12,0,0,20,0,0,0,50,12,0,0,12,0,0,0,0,24,39,0,0,1,0,1,1,285,0,0,1,1
20,1,2,64,0,0,0,50,3,0,2,12,0,0,0,0,60,72,0,0,1,0,1,1,700,0,1,1,1
15,1,2,71,0,0,0,31,18,0,2,96,0,0,1,0,12,13,0,0,1,0,1,1,180,0,0,1,0
14,1,0,33,0,0,0,31,12,0,0,396,0,0,0,0,48,26,0,0,1,0,1,1,260,0,0,1,0
1,1,0,46,0,0,0,31,8,0,0,72,0,0,1,0,12,801,0,0,1,0,1,1,442,0,0,1,0
12,0,1,24,0,0,1,31,20,0,0,240,0,0,0,0,12,30,0,0,1,0,1,1,313,0,0,1,0
12,1,0,23,0,0,1,31,18,0,0,276,0,0,0,0,0,999,0,0,1,0,1,1,280,0,0,1,1
6,1,1,36,0,0,1,50,8,0,0,240,0,0,1,0,12,713,0,0,1,0,1,1,250,0,0,1,0
3,1,0,40,0,0,0,31,28,0,0,24,0,0,0,0,0,305,0,0,1,0,1,1,1000,0,0,1,0
55,1,0,23,0,0,0,50,12,0,0,36,0,0,0,0,24,653,0,0,1,0,1,1,390,0,0,1,0
12,1,0,27,0,0,0,31,23,0,0,24,0,0,0,0,12,72,0,0,1,0,1,1,350,0,0,1,0
25,0,0,18,0,0,0,31,23,0,0,228,0,0,1,0,0,950,0,0,1,0,1,1,800,0,0,1,1
24,1,4,31,0,0,1,50,28,0,0,168,0,0,0,0,72,801,0,0,1,0,1,1,451,0,0,1,0
12,1,0,24,0,0,0,31,1,0,0,96,0,0,1,0,0,261,0,0,1,0,1,1,700,0,0,1,1
23,1,4,30,0,0,0,31,12,0,4,240,0,0,1,0,60,43,0,0,1,0,1,1,300,0,0,1,1
20,1,0,21,0,0,0,31,8,0,1,252,0,0,0,0,36,40,0,0,1,0,1,1,295,0,0,1,0
55,1,0,39,0,0,0,31,18,0,2,24,0,0,0,0,0,205,0,0,1,0,1,1,220,0,0,1,0
22,0,1,55,0,0,0,31,8,0,0,72,0,0,1,0,12,13,0,0,1,0,1,1,1174,0,0,1,0
7,0,0,26,0,0,0,5,20,0,0,84,0,0,1,0,12,301,0,0,1,0,1,1,195,0,0,1,1
11,0,2,26,0,0,1,31,12,0,0,120,0,0,0,0,0,999,0,0,1,0,1,1,2701,0,0,1,0
23,1,0,66,0,0,0,31,12,0,0,48,0,0,0,0,288,918,0,0,1,0,1,1,365,0,0,1,0
20,0,0,23,0,0,1,50,3,0,4,12,0,0,0,0,24,251,0,0,1,0,1,1,355,0,0,1,0
66,1,1,31,0,0,0,31,3,0,0,360,0,0,1,0,0,720,1200,0,1,0,1,1,840,0,0,1,0
3,1,0,18,0,0,0,50,12,0,0,96,0,0,1,0,12,205,0,0,1,0,1,1,350,0,0,1,1
24,1,1,43,0,0,0,31,18,0,2,96,0,0,1,0,240,501,0,0,1,0,1,1,350,0,0,1,0
25,1,0,34,0,0,1,31,28,0,0,120,0,0,0,0,24,205,0,0,1,0,1,1,500,0,0,1,0
24,1,0,23,0,0,0,50,18,0,0,276,0,0,1,0,24,950,0,0,1,0,1,1,300,0,0,1,0
6,1,4,17,0,0,0,34,12,0,0,216,0,0,0,0,24,62,0,0,1,0,1,1,200,0,0,1,1
9,1,0,40,0,0,0,5,25,0,0,0,0,0,0,0,24,210,0,0,1,0,1,1,331,0,0,1,0
6,1,0,35,0,0,1,50,25,0,2,12,0,0,1,0,36,703,0,0,1,0,1,1,400,0,0,1,1
23,1,0,19,0,0,0,31,12,0,2,12,0,1,0,0,12,205,0,0,1,0,1,1,372,0,0,1,0
20,1,0,42,0,0,0,31,12,0,2,60,0,0,0,0,36,999,0,0,1,0,1,1,472,0,0,1,0
19,1,0,32,0,0,0,31,1,0,0,120,0,0,0,0,12,999,0,0,1,0,1,1,733,0,0,1,0
23,0,0,20,0,0,0,31,8,0,0,24,0,0,0,0,12,999,0,0,1,0,1,1,545,0,1,1,0
3,1,1,53,0,0,0,31,18,0,0,240,0,0,1,0,36,950,0,0,1,0,1,1,300,0,0,1,0
13,1,0,23,0,0,0,31,22,0,0,72,0,0,1,0,24,53,0,0,1,0,1,1,375,0,0,1,0
55,1,0,21,0,0,1,31,25,0,4,216,0,0,1,0,0,24,0,0,1,0,1,1,292,0,0,1,0
55,1,0,62,0,0,0,31,12,0,0,300,0,0,1,0,48,13,0,0,1,0,1,1,380,0,0,1,0
25,1,1,32,0,0,0,31,1,0,0,96,0,0,0,0,24,41,0,0,1,0,1,1,1805,0,0,1,0
20,0,0,19,0,0,0,31,12,0,0,12,0,0,0,0,12,999,0,0,1,0,1,1,240,0,0,1,1
24,1,0,21,0,0,0,31,8,0,2,0,0,0,0,0,12,40,0,0,1,0,1,1,410,0,0,1,0
1,1,4,38,0,0,1,50,12,0,0,144,0,1,0,0,108,205,0,0,1,0,1,1,180,0,0,1,0
25,1,0,45,0,0,0,31,18,0,4,84,0,0,0,0,84,307,0,0,1,0,1,1,700,0,0,1,0
12,0,0,19,0,0,1,50,18,0,0,228,0,0,1,0,0,702,0,0,1,0,1,1,200,0,0,1,1
22,1,0,18,0,0,0,31,12,0,2,12,0,0,0,0,12,801,0,0,1,0,1,1,197,0,0,1,0
19,1,1,50,0,0,0,31,28,0,0,408,0,0,1,0,0,999,0,0,1,0,1,1,2000,0,0,1,0
55,0,1,39,0,0,0,50,12,0,0,60,0,0,0,0,120,999,0,0,1,0,1,1,815,0,0,1,0
14,1,1,75,0,0,0,31,8,0,0,48,0,0,1,0,0,2,0,0,1,0,1,1,3900,0,0,1,0
17,1,1,38,0,0,0,31,12,0,0,96,0,0,1,0,12,999,0,0,1,0,1,1,200,0,0,1,0
20,1,1,58,0,0,0,31,18,0,2,108,0,0,1,0,120,13,0,0,1,0,1,1,180,0,0,1,0
21,1,1,40,0,0,0,31,12,0,4,156,0,0,0,0,144,131,1000,0,1,0,1,1,400,0,0,1,0
8,1,0,23,0,0,0,31,12,0,0,216,0,0,1,0,12,992,0,0,1,0,1,1,210,0,0,1,1
22,0,0,24,0,0,0,31,3,0,0,288,0,0,1,0,24,520,0,0,1,0,1,1,355,0,0,1,0
10,1,1,23,0,0,0,31,23,0,0,216,0,0,0,0,12,40,0,0,1,0,1,1,277,0,0,1,0
10,1,0,24,0,0,0,31,18,0,0,36,0,0,0,0,0,30,0,0,1,0,1,1,240,0,0,1,0
3,0,1,32,0,0,0,31,8,0,2,48,0,0,1,0,168,514,890,0,1,0,1,1,1000,0,0,1,1
55,1,1,53,0,0,0,23,18,0,0,360,0,0,1,0,180,13,0,0,1,0,1,1,333,0,0,1,0
55,1,3,62,0,0,0,31,8,0,0,360,0,0,1,0,0,13,0,0,1,0,1,1,470,0,0,1,0
15,0,0,19,0,0,0,31,20,0,0,60,0,0,0,0,48,39,0,0,1,0,1,1,154,0,0,1,0
21,1,1,45,0,0,0,31,8,0,0,240,0,1,0,0,276,999,0,0,1,0,1,1,542,0,0,1,0
11,1,2,38,0,0,0,31,8,0,0,72,0,0,0,0,12,1,0,0,1,0,1,1,21193,0,0,1,0
20,1,1,58,0,0,0,31,25,0,2,12,0,0,0,0,12,132,0,0,1,0,1,1,1875,0,0,1,0
18,0,1,34,0,0,1,50,28,0,2,12,0,0,0,0,12,40,0,0,1,0,1,1,250,0,0,1,0
25,1,1,41,0,0,0,31,18,0,2,12,0,0,1,0,240,501,0,0,1,0,1,1,200,0,0,1,0
16,1,0,20,0,0,0,31,28,0,2,24,0,0,1,0,0,950,0,0,1,0,1,1,350,0,0,1,0
10,0,0,20,0,0,0,50,8,0,1,216,0,0,0,0,24,514,0,0,1,0,1,1,764,0,1,1,0
21,1,0,34,0,0,1,31,12,0,2,24,0,0,0,0,168,205,0,1,1,0,1,1,400,0,0,1,0
24,1,0,19,0,0,0,50,12,0,1,36,0,1,0,0,12,61,0,0,1,0,1,1,200,0,0,1,1
24,0,1,41,0,0,0,50,20,0,0,180,0,0,1,0,24,865,0,0,1,0,1,1,800,0,1,1,1
16,0,1,50,0,0,0,31,3,0,0,240,0,0,1,0,324,158,0,0,1,0,1,1,1518,0,1,1,0
21,0,0,44,0,0,0,31,25,0,0,60,0,0,0,0,60,100,0,1,1,0,1,1,1000,0,0,1,0
17,1,0,38,0,0,0,31,12,0,0,288,0,0,1,0,12,263,0,0,1,0,1,1,700,0,0,1,1
4,0,0,23,0,0,0,31,20,0,1,252,0,0,0,0,12,950,0,0,1,0,1,1,296,0,0,1,1
22,1,0,19,0,0,0,31,1,0,1,228,0,0,0,0,0,30,0,0,1,0,1,1,340,0,0,1,0
2,1,0,21,0,0,0,31,1,0,0,12,0,0,0,0,0,60,0,0,1,0,1,1,180,0,0,1,0
55,1,0,26,0,0,0,31,25,0,0,120,0,0,1,0,0,953,0,0,1,0,1,1,400,0,0,1,1
12,1,1,57,0,0,1,31,18,0,0,36,0,0,1,0,0,703,0,0,1,0,1,1,519,0,0,1,0
8,1,3,49,0,0,0,31,18,0,0,120,0,0,1,0,0,703,0,0,1,0,1,1,336,0,0,1,0
5,1,3,61,0,0,0,5,20,0,0,240,0,0,1,0,0,703,0,0,1,0,1,1,1600,0,0,1,0
15,1,0,19,0,0,0,31,28,0,0,228,0,0,0,0,12,999,0,0,1,0,1,1,219,0,0,1,1
7,0,1,26,0,0,0,5,18,0,0,36,0,0,0,0,36,70,0,0,1,0,1,1,2000,0,1,1,0
25,0,0,28,0,0,0,31,1,0,2,12,0,1,0,0,12,999,0,0,1,0,1,1,1029,0,0,1,0
13,1,0,28,0,0,0,31,12,0,0,24,0,0,1,0,24,992,0,0,1,0,1,1,1000,0,0,1,0
15,0,1,56,0,0,0,31,12,0,0,300,0,0,1,0,12,13,0,0,1,0,1,1,306,0,0,1,0
20,1,0,20,0,0,0,31,8,0,0,48,0,0,0,0,12,855,0,0,1,0,1,1,244,0,0,1,1
1,0,4,28,0,0,1,50,8,0,0,336,0,0,1,0,12,110,0,0,1,0,1,1,450,0,0,1,0
24,1,1,45,0,0,0,31,3,0,0,180,0,0,1,0,0,720,996,0,1,0,1,1,996,0,0,1,0
20,1,1,45,0,0,0,31,12,0,0,36,0,0,0,0,36,24,0,0,1,0,1,1,465,0,0,1,0
25,0,0,22,0,0,0,31,12,0,0,120,0,0,0,0,12,213,0,0,1,0,1,1,400,0,0,1,1
25,1,0,38,0,0,0,31,8,0,2,72,0,0,0,0,168,807,0,0,1,0,1,1,300,0,0,1,0
11,1,1,30,0,0,0,31,8,0,4,48,0,0,0,0,24,717,0,0,1,0,1,1,1600,0,0,1,0
19,1,1,51,0,0,0,31,8,0,0,24,0,0,1,0,0,704,0,0,1,0,1,1,452,0,0,1,0
25,1,0,37,0,0,0,31,18,0,0,156,0,0,0,0,108,999,0,0,1,0,1,1,380,0,0,1,0
15,1,1,55,0,0,0,31,18,0,0,336,0,0,1,0,0,656,0,0,1,0,1,1,0,0,0,1,0
25,1,1,48,0,0,0,31,8,0,0,156,0,0,0,0,204,999,0,0,1,0,1,1,1300,0,1,1,0
25,0,4,64,0,0,0,31,8,0,0,36,0,0,1,0,48,38,0,1,1,0,1,1,458,0,0,1,0
23,1,2,41,0,0,0,31,12,0,0,36,0,0,0,0,72,712,0,0,1,0,1,1,820,0,0,1,0
22,1,1,36,0,0,0,50,3,0,0,132,0,0,1,0,60,950,1200,0,1,0,1,1,500,0,1,1,0
25,1,0,52,0,0,0,31,12,0,0,360,0,0,0,0,252,251,0,0,1,0,1,1,400,0,0,1,0
13,0,1,31,0,0,0,31,28,0,0,372,0,0,1,0,0,721,0,0,1,0,1,1,800,0,0,1,1
25,0,0,18,0,0,1,50,8,0,0,216,0,0,1,0,36,24,0,0,1,0,1,1,280,0,0,1,0
25,1,1,52,0,0,0,5,8,0,0,300,0,0,1,0,60,13,0,0,1,0,1,1,1399,0,0,1,0
9,1,1,41,0,0,0,5,12,0,0,84,0,0,1,0,0,720,3200,0,1,0,1,1,0,0,0,1,0
25,0,0,18,0,0,0,50,20,0,0,120,0,0,1,0,60,865,0,0,1,0,1,1,600,0,0,1,0
21,1,0,37,0,0,0,31,1,0,0,360,0,0,0,0,60,999,0,0,1,0,1,1,420,0,0,1,0
24,1,0,19,0,0,0,31,12,0,1,228,0,0,0,0,12,46,0,0,1,0,1,1,381,0,0,1,0
12,0,0,25,0,0,0,31,3,0,0,120,0,0,1,0,0,992,0,0,1,0,1,1,598,0,2,1,0
1,1,0,50,0,0,0,50,3,0,0,60,0,0,0,0,300,305,0,0,1,0,1,1,2326,0,2,1,0
25,1,3,46,0,0,0,50,18,0,0,192,0,0,1,0,84,703,0,0,1,0,1,1,656,0,0,1,0
25,1,1,34,0,0,0,31,3,0,2,72,0,0,1,0,132,24,0,1,1,0,1,1,692,0,1,1,0
66,1,4,51,0,0,0,31,12,0,0,492,0,0,1,0,36,950,0,0,1,0,1,1,400,0,0,1,1
10,0,1,57,0,0,0,31,8,0,0,120,0,0,0,0,240,514,0,0,1,0,1,1,4000,0,1,1,0
3,0,1,64,0,0,0,31,8,0,0,108,0,0,1,0,96,707,0,0,1,0,1,1,449,0,1,1,0
55,1,0,36,0,0,0,31,18,0,0,24,0,0,1,0,48,950,0,0,1,0,1,1,550,0,0,1,0
16,1,0,34,0,0,1,31,28,0,1,60,0,0,1,0,84,205,0,0,1,0,1,1,540,0,0,1,0
20,0,0,19,0,0,1,50,12,0,0,180,0,0,0,0,12,63,0,0,1,0,1,1,182,0,0,1,0
10,0,1,43,0,0,0,31,3,0,0,60,0,0,0,0,48,863,0,0,1,0,1,1,1300,0,1,1,0
16,0,0,21,0,0,0,31,12,0,0,252,0,0,0,0,12,24,0,0,1,0,1,1,474,0,0,1,1
17,0,3,50,0,0,0,31,20,0,0,12,0,0,1,0,36,999,0,0,1,0,1,1,1600,0,0,1,1
12,0,0,49,0,0,1,31,25,0,0,60,0,0,1,0,0,13,0,0,1,0,1,1,502,0,1,1,0
11,0,0,32,0,0,1,50,18,0,4,12,0,0,0,0,24,26,0,0,1,0,1,1,226,0,0,1,0
24,1,2,62,0,0,0,31,25,0,0,360,0,0,1,0,12,13,0,0,1,0,1,1,727,0,0,1,0
13,1,0,22,0,0,0,31,28,0,0,264,0,0,1,0,0,100,0,0,1,0,1,1,380,0,0,1,0
3,1,1,19,0,0,0,31,12,0,0,144,0,0,0,0,0,999,0,0,1,0,1,1,701,0,1,1,0
1,1,0,20,0,0,0,31,3,0,1,240,0,1,1,0,12,806,0,0,1,0,1,1,309,0,0,1,0
25,0,0,22,0,0,1,50,8,0,2,24,0,0,0,0,0,999,0,0,1,0,1,1,202,0,0,1,0
8,0,0,22,0,0,0,31,8,0,0,264,0,0,1,0,12,118,0,0,1,0,1,1,350,0,0,1,0
7,0,0,21,0,0,0,5,20,0,0,228,0,0,0,0,12,806,0,0,1,0,1,1,300,0,0,1,1
25,1,0,36,0,0,0,50,12,0,2,36,0,0,0,0,24,125,0,0,1,0,1,1,2164,0,0,1,1
3,1,1,55,0,0,0,31,1,0,2,36,0,1,1,0,180,131,0,0,1,0,1,1,1200,0,0,1,1
55,1,0,47,0,0,0,31,12,0,0,456,0,0,1,0,36,13,0,0,1,0,1,1,1030,0,0,1,0
22,1,0,18,0,0,1,50,25,0,0,156,0,1,0,0,12,806,0,0,1,0,1,1,293,0,0,1,0
12,0,0,21,0,0,0,31,8,0,0,60,0,0,0,0,12,265,0,0,1,0,1,1,296,0,0,1,0
17,1,0,24,0,0,0,31,8,0,2,12,0,0,1,0,12,205,0,0,1,0,1,1,500,0,0,1,0
21,1,0,36,0,0,0,31,12,0,4,180,0,0,0,0,180,40,0,1,1,0,1,1,382,0,0,1,0
6,1,0,36,0,0,0,5,20,0,0,384,0,0,1,0,24,950,0,0,1,0,1,1,180,0,0,1,0
22,0,0,27,0,0,1,50,18,0,0,48,0,0,0,0,24,999,0,0,1,0,1,1,575,0,0,1,1
55,1,0,28,0,0,1,50,12,0,2,12,0,0,0,0,24,801,0,0,1,0,1,1,700,0,0,1,0
9,1,0,45,0,0,0,5,12,0,2,120,0,0,0,0,216,117,0,0,1,0,1,1,2000,0,0,1,0
15,1,1,40,0,0,0,31,8,0,0,36,0,1,0,0,12,855,0,0,1,0,1,1,291,0,0,1,0
25,0,4,30,0,0,0,31,12,0,0,12,0,0,0,0,0,992,0,0,1,0,1,1,270,0,0,1,0
16,0,0,21,0,0,0,31,28,0,2,36,0,0,1,0,12,707,0,0,1,0,1,1,378,0,0,1,0
25,1,0,27,0,0,0,31,12,0,0,36,0,0,1,0,0,654,0,0,1,0,1,1,669,0,0,1,1
25,1,0,31,0,0,0,31,18,0,0,240,0,0,1,0,36,999,0,0,1,0,1,1,1520,0,2,1,0
22,0,1,74,0,0,1,50,8,0,0,360,0,0,1,0,12,13,0,0,1,0,1,1,1316,0,1,1,1
11,1,1,47,0,0,0,31,18,0,0,60,0,0,1,0,60,117,0,0,1,0,1,1,2500,0,0,1,0
55,0,1,24,0,0,0,31,23,0,0,96,0,0,0,0,60,110,460,0,1,0,1,1,476,0,1,1,0
55,1,0,34,0,0,0,31,3,0,0,240,0,0,1,0,48,13,0,0,1,0,1,1,250,0,0,1,1
55,1,0,23,0,0,0,31,25,0,1,24,0,0,0,0,12,266,0,0,1,0,1,1,450,0,0,1,0
20,1,2,57,0,0,0,31,12,0,0,276,0,0,1,0,0,13,0,0,1,0,1,1,2200,0,0,1,0
25,0,1,31,0,0,1,50,18,0,0,36,0,0,0,0,0,953,0,0,1,0,1,1,705,0,0,1,0
22,1,4,35,0,0,0,31,28,0,0,120,0,0,1,0,216,950,0,0,1,0,1,1,2500,0,0,1,0
6,1,1,31,0,0,1,50,1,0,0,12,0,0,0,0,12,251,200,0,1,0,1,1,180,0,0,1,0
7,0,1,43,0,0,0,5,18,0,0,72,0,0,1,0,216,514,0,0,1,0,1,1,1050,0,0,1,0
55,1,0,19,0,0,1,50,20,0,4,24,0,0,0,0,12,61,0,1,1,0,1,1,500,0,0,1,1
17,1,0,22,0,0,0,31,25,0,0,120,0,0,1,0,36,61,0,0,1,0,1,1,350,0,0,1,0
3,0,1,65,0,0,0,31,12,0,0,324,0,0,1,0,36,13,0,0,1,0,1,1,180,0,0,1,0
7,0,0,20,0,0,0,1,3,0,1,240,0,0,1,1,24,514,0,1,1,0,1,1,350,0,0,1,0
22,0,1,38,0,0,0,31,20,0,0,60,0,0,1,0,36,167,0,0,1,0,1,1,962,0,1,1,1
8,1,0,38,0,0,0,31,8,0,0,36,0,0,1,0,24,501,0,0,1,0,1,1,700,0,0,1,0
24,0,0,19,0,0,1,31,12,0,0,180,0,0,1,0,36,254,0,0,1,0,1,1,255,0,0,1,1
19,1,3,53,0,0,0,31,23,0,0,84,0,0,0,0,12,205,0,0,1,0,1,1,420,0,0,1,0
25,1,1,27,0,0,0,31,3,0,1,60,0,0,0,0,108,863,1800,0,1,0,1,1,1300,0,0,1,0
25,1,0,37,0,0,0,31,8,0,0,360,0,0,0,0,60,205,0,0,1,0,1,1,550,0,0,1,0
22,1,4,35,0,0,1,50,20,0,0,36,0,0,0,0,48,26,0,0,1,0,1,1,241,0,0,1,0
17,0,1,39,0,0,0,31,25,0,0,72,0,0,0,0,72,999,0,0,1,0,1,1,340,0,0,1,0
25,1,1,43,0,0,0,31,8,0,2,36,0,0,1,0,12,992,0,0,1,0,1,1,570,0,0,1,0
22,0,1,20,0,0,1,50,28,0,0,240,0,0,1,0,24,508,0,0,1,0,1,1,650,0,0,1,1
16,1,4,36,0,0,0,31,25,0,0,12,0,0,1,0,0,999,0,0,1,0,1,1,0,0,0,1,0
22,1,1,26,0,0,1,31,20,0,0,36,0,0,1,0,12,165,0,0,1,0,1,1,180,0,0,1,0
3,0,4,24,0,0,0,31,12,0,0,72,0,1,1,0,60,706,0,0,1,0,1,1,480,0,0,1,1
1,1,0,24,0,0,0,31,8,0,0,60,0,0,0,0,12,264,0,1,1,0,1,1,203,0,0,1,1
22,0,1,40,0,0,0,31,12,0,2,12,0,1,1,0,168,514,0,0,1,0,1,1,1064,0,1,1,0
2,1,0,20,0,0,0,31,3,0,0,156,0,0,0,0,12,26,0,0,1,0,1,1,235,0,0,1,1
23,1,0,43,0,0,0,31,28,0,0,60,0,0,0,0,36,110,0,0,1,0,1,1,350,0,0,1,0
24,0,0,21,0,0,0,31,8,0,2,24,0,1,1,0,12,999,0,0,1,0,1,1,309,0,0,1,0
22,1,0,34,0,0,0,31,8,0,0,240,0,0,1,0,60,950,0,0,1,0,1,1,800,0,0,1,0
11,0,0,18,0,0,0,31,9,0,2,12,0,0,0,0,12,63,0,1,1,0,1,1,256,0,0,1,0
55,1,3,23,0,0,0,31,28,0,2,0,0,0,1,0,36,703,0,0,1,0,1,1,399,0,0,1,1
25,1,0,37,0,0,0,31,18,0,1,336,0,0,0,0,48,905,0,0,1,0,1,1,1042,0,0,1,0
16,1,1,28,0,0,0,31,12,0,0,12,0,0,1,0,12,222,0,0,1,0,1,1,546,0,1,1,0
16,1,1,56,0,0,0,31,1,0,0,144,0,0,1,0,0,999,0,0,1,0,1,1,400,0,0,1,0
16,1,3,41,0,0,0,31,23,0,0,360,0,0,1,0,0,703,0,0,1,0,1,1,445,0,0,1,0
11,0,0,29,0,0,0,31,3,0,4,12,0,0,0,0,24,999,0,0,1,0,1,1,530,0,0,1,0
25,1,2,54,0,0,0,31,12,0,0,372,0,1,1,0,60,703,0,0,1,0,1,1,340,0,0,1,0
19,1,0,31,0,0,0,31,12,0,0,240,0,0,0,0,72,999,0,0,1,0,1,1,1230,0,0,1,0
2,0,0,20,0,0,0,31,28,0,1,252,0,0,0,0,0,213,0,0,1,0,1,1,239,0,0,1,0
5,1,0,18,0,0,1,50,18,0,1,48,0,0,1,0,0,251,0,0,1,0,1,1,200,0,0,1,0
22,0,1,39,0,0,1,50,12,0,0,240,0,0,1,0,180,999,0,0,1,0,1,1,1000,0,0,1,0
10,1,1,44,0,0,0,31,8,0,0,48,0,0,0,0,288,713,0,0,1,0,1,1,1223,0,2,1,0
25,0,0,30,0,0,0,50,12,0,1,96,0,0,1,0,144,514,0,0,1,0,1,1,863,0,0,1,1
55,0,4,34,0,0,0,31,12,0,0,324,0,0,1,0,24,26,0,0,1,0,1,1,280,0,0,1,0
25,0,0,21,0,0,0,50,18,0,1,36,0,0,0,0,24,218,0,0,1,0,1,1,247,0,0,1,0
12,1,0,39,0,0,1,31,8,0,2,48,0,0,0,0,36,205,0,0,1,0,1,1,300,0,0,1,0
66,0,0,20,0,0,0,31,16,0,0,240,0,0,0,0,12,999,0,0,1,0,1,1,450,0,0,1,0
25,0,1,47,0,0,0,31,12,0,0,180,0,0,0,0,84,202,0,0,1,0,1,1,1000,0,0,1,0
24,1,0,21,0,0,1,50,12,0,0,12,0,0,1,0,12,703,0,0,1,0,1,1,700,0,0,1,1
15,1,2,45,0,0,0,31,20,0,0,276,0,1,0,0,12,205,0,0,1,0,1,1,203,0,0,1,0
19,1,1,58,0,0,0,31,28,0,0,276,0,0,1,0,0,999,0,0,1,0,1,1,300,0,0,1,0
24,0,1,42,0,0,1,31,20,0,0,168,0,0,1,0,12,202,0,0,1,0,1,1,480,0,0,1,0
12,0,1,53,0,0,0,31,8,0,0,336,0,0,1,0,0,13,0,0,1,0,1,1,1040,0,0,1,1
5,0,0,18,0,0,0,23,18,0,1,24,0,0,1,0,0,999,0,0,1,0,1,1,200,0,0,1,0
23,1,0,19,0,0,0,31,28,0,2,228,0,0,1,0,12,999,0,0,1,0,1,1,600,0,0,1,1
1,0,1,36,0,0,0,50,8,0,0,108,0,0,0,0,12,707,0,0,1,0,1,1,204,0,0,1,1
25,1,1,42,0,0,0,31,20,0,0,276,0,0,0,0,0,205,0,0,1,0,1,1,180,0,0,1,0
